DATA_INIZIO,6000011_5
2011-06-13,22.0
2011-06-14,26.0
2011-06-15,16.0
2011-06-16,13.0
2011-06-17,13.0
2011-06-18,13.0
2011-06-19,19.0
2011-06-20,20.0
2011-06-21,26.0
2011-06-22,24.0
2011-06-23,19.0
2011-06-24,26.9
2011-06-25,26.9
2011-06-26,14.0
2011-06-27,19.0
2011-06-28,22.0
2011-06-29,22.0
2011-06-30,20.0
2011-07-01,15.0
2011-07-02,12.0
2011-07-03,11.0
2011-07-04,21.0
2011-07-05,19.0
2011-07-06,19.0
2011-07-07,24.0
2011-07-08,20.0
2011-07-09,20.0
2011-07-10,22.0
2011-07-11,26.0
2011-07-12,23.0
2011-07-13,33.0
2011-07-14,25.0
2011-07-15,21.0
2011-07-16,19.0
2011-07-17,15.0
2011-07-18,17.0
2011-07-19,15.0
2011-07-20,10.0
2011-07-21,16.0
2011-07-22,13.0
2011-07-23,12.0
2011-07-24,5.0
2011-07-25,9.0
2011-07-26,11.0
2011-07-27,15.0
2011-07-28,11.0
2011-07-29,15.0
2011-07-30,11.0
2011-07-31,12.0
2011-08-01,14.0
2011-08-02,18.0
2011-08-03,17.0
2011-08-04,22.0
2011-08-05,19.0
2011-08-06,21.0
2011-08-07,18.0
2011-08-08,17.0
2011-08-09,20.0
2011-08-10,13.0
2011-08-11,13.0
2011-08-12,17.0
2011-08-13,17.0
2011-08-14,15.0
2011-08-15,16.0
2011-08-16,20.0
2011-08-17,18.0
2011-08-18,22.0
2011-08-19,19.0
2011-08-20,25.0
2011-08-21,24.0
2011-08-22,23.0
2011-08-23,26.0
2011-08-24,26.0
2011-08-25,28.0
2011-08-26,32.0
2011-08-27,28.0
2011-08-28,21.0
2011-08-29,23.0
2011-08-30,21.0
2011-08-31,24.0
2011-09-01,25.0
2011-09-02,28.0
2011-09-03,25.0
2011-09-04,31.0
2011-09-05,13.0
2011-09-06,23.0
2011-09-07,17.0
2011-09-08,27.0
2011-09-09,31.0
2011-09-10,25.0
2011-09-11,20.0
2011-09-12,25.0
2011-09-13,31.0
2011-09-14,27.0
2011-09-15,29.0
2011-09-16,30.0
2011-09-17,23.0
2011-09-18,15.0
2011-09-19,11.0
2011-09-20,13.0
2011-09-21,19.0
2011-09-22,34.0
2011-09-23,35.0
2011-09-24,30.0
2011-09-25,25.0
2011-09-26,29.0
2011-09-27,42.0
2011-09-28,49.0
2011-09-29,37.0
2011-09-30,24.0
2011-10-01,22.0
2011-10-02,21.0
2011-10-03,19.0
2011-10-04,24.0
2011-10-05,29.0
2011-10-06,26.9
2011-10-07,26.9
2011-10-08,12.0
2011-10-09,14.0
2011-10-10,18.0
2011-10-11,37.0
2011-10-12,49.0
2011-10-13,50.0
2011-10-14,22.0
2011-10-15,21.0
2011-10-16,23.0
2011-10-17,26.0
2011-10-18,34.0
2011-10-19,22.0
2011-10-20,16.0
2011-10-21,17.0
2011-10-22,25.0
2011-10-23,26.0
2011-10-24,42.0
2011-10-25,52.0
2011-10-26,24.0
2011-10-27,23.0
2011-10-28,38.0
2011-10-29,36.0
2011-10-30,53.0
2011-10-31,61.0
2011-11-01,57.0
2011-11-02,71.0
2011-11-03,57.0
2011-11-04,39.0
2011-11-05,35.0
2011-11-06,27.0
2011-11-07,28.0
2011-11-08,36.0
2011-11-09,44.0
2011-11-10,50.0
2011-11-11,45.0
2011-11-12,40.0
2011-11-13,46.0
2011-11-14,43.0
2011-11-15,37.0
2011-11-16,48.0
2011-11-17,47.0
2011-11-18,53.0
2011-11-19,58.0
2011-11-20,57.0
2011-11-21,61.0
2011-11-22,71.0
2011-11-23,52.0
2011-11-24,46.0
2011-11-25,46.0
2011-11-26,47.0
2011-11-27,50.0
2011-11-28,84.0
2011-11-29,65.0
2011-11-30,58.0
2011-12-01,67.0
2011-12-02,110.0
2011-12-03,97.0
2011-12-04,78.0
2011-12-05,43.0
2011-12-06,57.0
2011-12-07,35.0
2011-12-08,59.0
2011-12-09,57.0
2011-12-10,89.0
2011-12-11,99.0
2011-12-12,93.0
2011-12-13,50.0
2011-12-14,65.0
2011-12-15,41.0
2011-12-16,10.0
2011-12-17,7.0
2011-12-18,18.0
2011-12-19,28.0
2011-12-20,26.9
2011-12-21,45.0
2011-12-22,52.0
2011-12-23,53.0
2011-12-24,57.0
2011-12-25,48.0
2011-12-26,35.0
2011-12-27,41.0
2011-12-28,30.0
2011-12-29,49.0
2011-12-30,63.0
2011-12-31,34.0
2012-01-01,68.0
2012-01-02,70.0
2012-01-03,30.0
2012-01-04,33.0
2012-01-05,21.0
2012-01-06,6.0
2012-01-07,21.0
2012-01-08,38.0
2012-01-09,32.0
2012-01-10,41.0
2012-01-11,39.0
2012-01-12,53.0
2012-01-13,75.0
2012-01-14,85.0
2012-01-15,67.0
2012-01-16,50.0
2012-01-17,52.0
2012-01-18,65.0
2012-01-19,70.0
2012-01-20,80.0
2012-01-21,67.0
2012-01-22,81.0
2012-01-23,106.0
2012-01-24,83.0
2012-01-25,42.0
2012-01-26,28.0
2012-01-27,44.0
2012-01-28,52.0
2012-01-29,43.0
2012-01-30,40.0
2012-01-31,37.0
2012-02-01,16.0
2012-02-02,29.0
2012-02-03,28.0
2012-02-04,23.0
2012-02-05,32.0
2012-02-06,42.0
2012-02-07,58.0
2012-02-08,62.0
2012-02-09,49.0
2012-02-10,50.0
2012-02-11,44.0
2012-02-12,45.0
2012-02-13,43.0
2012-02-14,41.0
2012-02-15,26.0
2012-02-16,67.0
2012-02-17,78.0
2012-02-18,75.0
2012-02-19,122.0
2012-02-20,58.0
2012-02-21,35.0
2012-02-22,60.0
2012-02-23,66.0
2012-02-24,64.0
2012-02-25,86.0
2012-02-26,41.0
2012-02-27,36.0
2012-02-28,68.0
2012-02-29,82.0
2012-03-01,59.0
2012-03-02,90.0
2012-03-03,92.0
2012-03-04,51.0
2012-03-05,51.0
2012-03-06,33.0
2012-03-07,53.0
2012-03-08,47.0
2012-03-09,49.0
2012-03-10,36.0
2012-03-11,30.0
2012-03-12,31.0
2012-03-13,46.0
2012-03-14,29.0
2012-03-15,49.0
2012-03-16,63.0
2012-03-17,49.0
2012-03-18,40.0
2012-03-19,26.0
2012-03-20,41.0
2012-03-21,42.0
2012-03-22,36.0
2012-03-23,47.0
2012-03-24,41.0
2012-03-25,38.0
2012-03-26,34.0
2012-03-27,28.0
2012-03-28,26.9
2012-03-29,31.0
2012-03-30,27.0
2012-03-31,24.0
2012-04-01,26.0
2012-04-02,26.0
2012-04-03,45.0
2012-04-04,51.0
2012-04-05,40.0
2012-04-06,10.0
2012-04-07,14.0
2012-04-08,13.0
2012-04-09,19.0
2012-04-10,23.0
2012-04-11,19.0
2012-04-12,13.0
2012-04-13,13.0
2012-04-14,18.0
2012-04-15,7.0
2012-04-16,15.0
2012-04-17,15.0
2012-04-18,13.0
2012-04-19,13.0
2012-04-20,11.0
2012-04-21,10.0
2012-04-22,13.0
2012-04-23,15.0
2012-04-24,14.0
2012-04-25,13.0
2012-04-26,17.0
2012-04-27,25.0
2012-04-28,34.0
2012-04-29,28.0
2012-04-30,14.0
2012-05-01,14.0
2012-05-02,12.0
2012-05-03,11.0
2012-05-04,14.0
2012-05-05,14.0
2012-05-06,11.0
2012-05-07,11.0
2012-05-08,16.0
2012-05-09,17.0
2012-05-10,24.0
2012-05-11,24.0
2012-05-12,17.0
2012-05-13,14.0
2012-05-14,14.0
2012-05-15,15.0
2012-05-16,15.0
2012-05-17,11.0
2012-05-18,14.0
2012-05-19,19.0
2012-05-20,16.0
2012-05-21,8.0
2012-05-22,12.0
2012-05-23,15.0
2012-05-24,23.0
2012-05-25,23.0
2012-05-26,19.0
2012-05-27,17.0
2012-05-28,22.0
2012-05-29,19.0
2012-05-30,20.0
2012-05-31,21.0
2012-06-01,18.0
2012-06-02,19.0
2012-06-03,13.0
2012-06-04,13.0
2012-06-05,14.0
2012-06-06,14.0
2012-06-07,19.0
2012-06-08,22.0
2012-06-09,26.0
2012-06-10,15.0
2012-06-11,9.0
2012-06-12,13.0
2012-06-13,13.0
2012-06-14,20.0
2012-06-15,20.0
2012-06-16,20.0
2012-06-17,17.0
2012-06-18,24.0
2012-06-19,26.0
2012-06-20,29.0
2012-06-21,35.0
2012-06-22,31.0
2012-06-23,24.0
2012-06-24,21.0
2012-06-25,20.0
2012-06-26,23.0
2012-06-27,15.0
2012-06-28,19.0
2012-06-29,28.0
2012-06-30,37.0
2012-07-01,45.0
2012-07-02,40.0
2012-07-03,20.0
2012-07-04,22.0
2012-07-05,23.0
2012-07-06,25.0
2012-07-07,16.0
2012-07-08,13.0
2012-07-09,26.9
2012-07-10,24.0
2012-07-11,22.0
2012-07-12,16.0
2012-07-13,18.0
2012-07-14,18.0
2012-07-15,18.0
2012-07-16,16.0
2012-07-17,15.0
2012-07-18,18.0
2012-07-19,16.0
2012-07-20,15.0
2012-07-21,18.0
2012-07-22,5.0
2012-07-23,22.0
2012-07-24,23.0
2012-07-25,23.0
2012-07-26,26.0
2012-07-27,31.0
2012-07-28,25.0
2012-07-29,21.0
2012-07-30,23.0
2012-07-31,23.0
2012-08-01,20.0
2012-08-02,18.0
2012-08-03,25.0
2012-08-04,23.0
2012-08-05,23.0
2012-08-06,41.0
2012-08-07,21.0
2012-08-08,22.0
2012-08-09,20.0
2012-08-10,15.0
2012-08-11,13.0
2012-08-12,15.0
2012-08-13,16.0
2012-08-14,18.0
2012-08-15,13.0
2012-08-16,25.0
2012-08-17,24.0
2012-08-18,19.0
2012-08-19,19.0
2012-08-20,16.0
2012-08-21,26.9
2012-08-22,26.9
2012-08-23,26.9
2012-08-24,26.9
2012-08-25,23.0
2012-08-26,21.0
2012-08-27,13.0
2012-08-28,12.0
2012-08-29,21.0
2012-08-30,25.0
2012-08-31,27.0
2012-09-01,19.0
2012-09-02,17.0
2012-09-03,17.0
2012-09-04,19.0
2012-09-05,18.0
2012-09-06,39.0
2012-09-07,26.0
2012-09-08,23.0
2012-09-09,21.0
2012-09-10,29.0
2012-09-11,29.0
2012-09-12,15.0
2012-09-13,5.0
2012-09-14,15.0
2012-09-15,21.0
2012-09-16,14.0
2012-09-17,17.0
2012-09-18,21.0
2012-09-19,21.0
2012-09-20,10.0
2012-09-21,13.0
2012-09-22,17.0
2012-09-23,25.0
2012-09-24,23.0
2012-09-25,16.0
2012-09-26,19.0
2012-09-27,18.0
2012-09-28,18.0
2012-09-29,28.0
2012-09-30,33.0
2012-10-01,15.0
2012-10-02,18.0
2012-10-03,20.0
2012-10-04,19.0
2012-10-05,26.9
2012-10-06,26.9
2012-10-07,15.0
2012-10-08,18.0
2012-10-09,26.0
2012-10-10,32.0
2012-10-11,25.0
2012-10-12,26.0
2012-10-13,25.0
2012-10-14,13.0
2012-10-15,11.0
2012-10-16,20.0
2012-10-17,22.0
2012-10-18,44.0
2012-10-19,43.0
2012-10-20,50.0
2012-10-21,56.0
2012-10-22,66.0
2012-10-23,26.9
2012-10-24,49.0
2012-10-25,61.0
2012-10-26,52.0
2012-10-27,19.0
2012-10-28,9.0
2012-10-29,12.0
2012-10-30,23.0
2012-10-31,33.0
2012-11-01,20.0
2012-11-02,23.0
2012-11-03,22.0
2012-11-04,33.0
2012-11-05,14.0
2012-11-06,15.0
2012-11-07,22.0
2012-11-08,33.0
2012-11-09,31.0
2012-11-10,60.0
2012-11-11,13.0
2012-11-12,27.0
2012-11-13,40.0
2012-11-14,32.0
2012-11-15,32.0
2012-11-16,38.0
2012-11-17,52.0
2012-11-18,60.0
2012-11-19,48.0
2012-11-20,33.0
2012-11-21,38.0
2012-11-22,46.0
2012-11-23,50.0
2012-11-24,59.0
2012-11-25,82.0
2012-11-26,34.0
2012-11-27,19.0
2012-11-28,10.0
2012-11-29,10.0
2012-11-30,19.0
2012-12-01,20.0
2012-12-02,21.0
2012-12-03,20.0
2012-12-04,26.9
2012-12-05,26.9
2012-12-06,35.0
2012-12-07,43.0
2012-12-08,24.0
2012-12-09,31.0
2012-12-10,62.0
2012-12-11,46.0
2012-12-12,35.0
2012-12-13,52.0
2012-12-14,61.0
2012-12-15,51.0
2012-12-16,28.0
2012-12-17,33.0
2012-12-18,29.0
2012-12-19,37.0
2012-12-20,47.0
2012-12-21,45.0
2012-12-22,45.0
2012-12-23,45.0
2012-12-24,52.0
2012-12-25,57.0
2012-12-26,54.0
2012-12-27,20.0
2012-12-28,27.0
2012-12-29,26.0
2012-12-30,41.0
2012-12-31,46.0
2013-01-01,49.0
2013-01-02,61.0
2013-01-03,33.0
2013-01-04,44.0
2013-01-05,49.0
2013-01-06,39.0
2013-01-07,54.0
2013-01-08,51.0
2013-01-09,55.0
2013-01-10,65.0
2013-01-11,51.0
2013-01-12,37.0
2013-01-13,34.0
2013-01-14,24.0
2013-01-15,26.9
2013-01-16,26.9
2013-01-17,26.9
2013-01-18,26.9
2013-01-19,26.9
2013-01-20,26.9
2013-01-21,26.9
2013-01-22,26.9
2013-01-23,26.9
2013-01-24,26.9
2013-01-25,31.0
2013-01-26,42.0
2013-01-27,48.0
2013-01-28,54.0
2013-01-29,43.0
2013-01-30,39.0
2013-01-31,39.0
2013-02-01,20.0
2013-02-02,14.0
2013-02-03,26.9
2013-02-04,26.9
2013-02-05,26.9
2013-02-06,29.0
2013-02-07,32.0
2013-02-08,36.0
2013-02-09,22.0
2013-02-10,23.0
2013-02-11,12.0
2013-02-12,28.0
2013-02-13,44.0
2013-02-14,36.0
2013-02-15,43.0
2013-02-16,58.0
2013-02-17,42.0
2013-02-18,43.0
2013-02-19,47.0
2013-02-20,66.0
2013-02-21,13.0
2013-02-22,13.0
2013-02-23,35.0
2013-02-24,23.0
2013-02-25,28.0
2013-02-26,34.0
2013-02-27,37.0
2013-02-28,34.0
2013-03-01,45.0
2013-03-02,46.0
2013-03-03,32.0
2013-03-04,56.0
2013-03-05,80.0
2013-03-06,58.0
2013-03-07,34.0
2013-03-08,33.0
2013-03-09,21.0
2013-03-10,5.0
2013-03-11,10.0
2013-03-12,20.0
2013-03-13,11.0
2013-03-14,11.0
2013-03-15,20.0
2013-03-16,26.0
2013-03-17,27.0
2013-03-18,15.0
2013-03-19,16.0
2013-03-20,21.0
2013-03-21,16.0
2013-03-22,31.0
2013-03-23,35.0
2013-03-24,25.0
2013-03-25,11.0
2013-03-26,26.0
2013-03-27,27.0
2013-03-28,44.0
2013-03-29,40.0
2013-03-30,21.0
2013-03-31,8.0
2013-04-01,12.0
2013-04-02,13.0
2013-04-03,19.0
2013-04-04,21.0
2013-04-05,16.0
2013-04-06,23.0
2013-04-07,23.0
2013-04-08,24.0
2013-04-09,26.9
2013-04-10,30.0
2013-04-11,28.0
2013-04-12,18.0
2013-04-13,23.0
2013-04-14,17.0
2013-04-15,28.0
2013-04-16,29.0
2013-04-17,21.0
2013-04-18,24.0
2013-04-19,33.0
2013-04-20,21.0
2013-04-21,15.0
2013-04-22,11.0
2013-04-23,15.0
2013-04-24,20.0
2013-04-25,19.0
2013-04-26,25.0
2013-04-27,27.0
2013-04-28,14.0
2013-04-29,48.0
2013-04-30,52.0
2013-05-01,47.0
2013-05-02,24.0
2013-05-03,37.0
2013-05-04,46.0
2013-05-05,34.0
2013-05-06,19.0
2013-05-07,17.0
2013-05-08,23.0
2013-05-09,24.0
2013-05-10,17.0
2013-05-11,21.0
2013-05-12,6.0
2013-05-13,12.0
2013-05-14,18.0
2013-05-15,17.0
2013-05-16,18.0
2013-05-17,15.0
2013-05-18,14.0
2013-05-19,13.0
2013-05-20,18.0
2013-05-21,13.0
2013-05-22,14.0
2013-05-23,12.0
2013-05-24,12.0
2013-05-25,8.0
2013-05-26,7.0
2013-05-27,15.0
2013-05-28,12.0
2013-05-29,8.0
2013-05-30,9.0
2013-05-31,10.0
2013-06-01,12.0
2013-06-02,20.0
2013-06-03,13.0
2013-06-04,14.0
2013-06-05,11.0
2013-06-06,15.0
2013-06-07,26.9
2013-06-08,26.9
2013-06-09,26.9
2013-06-10,26.9
2013-06-11,26.9
2013-06-12,20.0
2013-06-13,18.0
2013-06-14,22.0
2013-06-15,18.0
2013-06-16,10.0
2013-06-17,21.0
2013-06-18,27.0
2013-06-19,27.0
2013-06-20,22.0
2013-06-21,22.0
2013-06-22,11.0
