DATA_INIZIO,9000014_5
2010-04-20,23.0
2010-04-21,19.0
2010-04-22,25.0
2010-04-23,35.0
2010-04-24,22.0
2010-04-25,30.0
2010-04-26,40.0
2010-04-27,42.0
2010-04-28,27.0
2010-04-29,23.0
2010-04-30,30.0
2010-05-01,20.0
2010-05-02,18.0
2010-05-03,21.0
2010-05-04,38.0
2010-05-05,28.0
2010-05-06,8.0
2010-05-07,12.0
2010-05-08,15.0
2010-05-09,17.0
2010-05-10,20.0
2010-05-11,23.0
2010-05-12,17.0
2010-05-13,12.0
2010-05-14,16.0
2010-05-15,13.0
2010-05-16,9.0
2010-05-17,20.0
2010-05-18,19.0
2010-05-19,26.0
2010-05-20,22.0
2010-05-21,16.0
2010-05-22,14.0
2010-05-23,11.0
2010-05-24,15.0
2010-05-25,16.0
2010-05-26,15.0
2010-05-27,25.0
2010-05-28,30.0
2010-05-29,31.0
2010-05-30,16.0
2010-05-31,14.0
2010-06-01,11.0
2010-06-02,19.0
2010-06-03,17.0
2010-06-04,11.0
2010-06-05,15.0
2010-06-06,14.0
2010-06-07,17.0
2010-06-08,20.0
2010-06-09,23.0
2010-06-10,32.0
2010-06-11,33.0
2010-06-12,31.0
2010-06-13,31.0
2010-06-14,15.0
2010-06-15,23.0
2010-06-16,14.0
2010-06-17,11.0
2010-06-18,10.0
2010-06-19,9.0
2010-06-20,10.0
2010-06-21,12.0
2010-06-22,13.0
2010-06-23,16.0
2010-06-24,15.0
2010-06-25,20.0
2010-06-26,22.0
2010-06-27,20.0
2010-06-28,17.0
2010-06-29,28.6
2010-06-30,27.0
2010-07-01,27.0
2010-07-02,37.0
2010-07-03,32.0
2010-07-04,33.0
2010-07-05,27.0
2010-07-06,24.0
2010-07-07,18.0
2010-07-08,15.0
2010-07-09,22.0
2010-07-10,24.0
2010-07-11,25.0
2010-07-12,28.6
2010-07-13,28.0
2010-07-14,28.0
2010-07-15,33.0
2010-07-16,37.0
2010-07-17,30.0
2010-07-18,22.0
2010-07-19,20.0
2010-07-20,22.0
2010-07-21,23.0
2010-07-22,25.0
2010-07-23,24.0
2010-07-24,16.0
2010-07-25,9.0
2010-07-26,15.0
2010-07-27,16.0
2010-07-28,28.6
2010-07-29,28.6
2010-07-30,9.0
2010-07-31,9.0
2010-08-01,8.0
2010-08-02,11.0
2010-08-03,20.0
2010-08-04,13.0
2010-08-05,13.0
2010-08-06,12.0
2010-08-07,12.0
2010-08-08,12.0
2010-08-09,28.6
2010-08-10,20.0
2010-08-11,19.0
2010-08-12,21.0
2010-08-13,15.0
2010-08-14,19.0
2010-08-15,11.0
2010-08-16,12.0
2010-08-17,16.0
2010-08-18,20.0
2010-08-19,23.0
2010-08-20,28.0
2010-08-21,30.0
2010-08-22,21.0
2010-08-23,16.0
2010-08-24,18.0
2010-08-25,25.0
2010-08-26,25.0
2010-08-27,18.0
2010-08-28,24.0
2010-08-29,8.0
2010-08-30,16.0
2010-08-31,15.0
2010-09-01,11.0
2010-09-02,16.0
2010-09-03,21.0
2010-09-04,15.0
2010-09-05,19.0
2010-09-06,21.0
2010-09-07,23.0
2010-09-08,20.0
2010-09-09,18.0
2010-09-10,16.0
2010-09-11,18.0
2010-09-12,17.0
2010-09-13,19.0
2010-09-14,19.0
2010-09-15,16.0
2010-09-16,20.0
2010-09-17,18.0
2010-09-18,21.0
2010-09-19,8.0
2010-09-20,28.6
2010-09-21,22.0
2010-09-22,25.0
2010-09-23,26.0
2010-09-24,36.0
2010-09-25,7.0
2010-09-26,6.0
2010-09-27,19.0
2010-09-28,20.0
2010-09-29,23.0
2010-09-30,20.0
2010-10-01,41.0
2010-10-02,28.0
2010-10-03,25.0
2010-10-04,19.0
2010-10-05,10.0
2010-10-06,22.0
2010-10-07,20.0
2010-10-08,24.0
2010-10-09,31.0
2010-10-10,28.0
2010-10-11,30.0
2010-10-12,32.0
2010-10-13,42.0
2010-10-14,61.0
2010-10-15,56.0
2010-10-16,40.0
2010-10-17,13.0
2010-10-18,18.0
2010-10-19,24.0
2010-10-20,39.0
2010-10-21,41.0
2010-10-22,55.0
2010-10-23,68.0
2010-10-24,69.0
2010-10-25,14.0
2010-10-26,13.0
2010-10-27,22.0
2010-10-28,41.0
2010-10-29,48.0
2010-10-30,57.0
2010-10-31,21.0
2010-11-01,29.0
2010-11-02,27.0
2010-11-03,21.0
2010-11-04,35.0
2010-11-05,42.0
2010-11-06,38.0
2010-11-07,21.0
2010-11-08,3.0
2010-11-09,3.0
2010-11-10,13.0
2010-11-11,29.0
2010-11-12,37.0
2010-11-13,62.0
2010-11-14,41.0
2010-11-15,32.0
2010-11-16,23.0
2010-11-17,31.0
2010-11-18,29.0
2010-11-19,28.0
2010-11-20,40.0
2010-11-21,18.0
2010-11-22,19.0
2010-11-23,33.0
2010-11-24,40.0
2010-11-25,35.0
2010-11-26,13.0
2010-11-27,22.0
2010-11-28,21.0
2010-11-29,29.0
2010-11-30,18.0
2010-12-01,15.0
2010-12-02,28.6
2010-12-03,32.0
2010-12-04,23.0
2010-12-05,30.0
2010-12-06,28.6
2010-12-07,28.6
2010-12-08,39.0
2010-12-09,26.0
2010-12-10,34.0
2010-12-11,55.0
2010-12-12,55.0
2010-12-13,40.0
2010-12-14,27.0
2010-12-15,40.0
2010-12-16,45.0
2010-12-17,33.0
2010-12-18,57.0
2010-12-19,62.0
2010-12-20,44.0
2010-12-21,61.0
2010-12-22,45.0
2010-12-23,21.0
2010-12-24,17.0
2010-12-25,20.0
2010-12-26,15.0
2010-12-27,36.0
2010-12-28,45.0
2010-12-29,53.0
2010-12-30,70.0
2010-12-31,79.0
2011-01-01,87.0
2011-01-02,100.0
2011-01-03,45.0
2011-01-04,45.0
2011-01-05,51.0
2011-01-06,50.0
2011-01-07,66.0
2011-01-08,55.0
2011-01-09,39.0
2011-01-10,27.0
2011-01-11,23.0
2011-01-12,31.0
2011-01-13,40.0
2011-01-14,28.0
2011-01-15,30.0
2011-01-16,25.0
2011-01-17,26.0
2011-01-18,32.0
2011-01-19,30.0
2011-01-20,11.0
2011-01-21,16.0
2011-01-22,29.0
2011-01-23,37.0
2011-01-24,55.0
2011-01-25,72.0
2011-01-26,28.6
2011-01-27,76.0
2011-01-28,44.0
2011-01-29,40.0
2011-01-30,39.0
2011-01-31,62.0
2011-02-01,62.0
2011-02-02,44.0
2011-02-03,44.0
2011-02-04,73.0
2011-02-05,65.0
2011-02-06,84.0
2011-02-07,75.0
2011-02-08,91.0
2011-02-09,95.0
2011-02-10,95.0
2011-02-11,54.0
2011-02-12,41.0
2011-02-13,104.0
2011-02-14,88.0
2011-02-15,64.0
2011-02-16,16.0
2011-02-17,27.0
2011-02-18,29.0
2011-02-19,28.6
2011-02-20,28.6
2011-02-21,28.6
2011-02-22,32.0
2011-02-23,27.0
2011-02-24,51.0
2011-02-25,45.0
2011-02-26,59.0
2011-02-27,47.0
2011-02-28,41.0
2011-03-01,40.0
2011-03-02,24.0
2011-03-03,31.0
2011-03-04,47.0
2011-03-05,49.0
2011-03-06,45.0
2011-03-07,24.0
2011-03-08,36.0
2011-03-09,40.0
2011-03-10,43.0
2011-03-11,55.0
2011-03-12,37.0
2011-03-13,46.0
2011-03-14,36.0
2011-03-15,44.0
2011-03-16,20.0
2011-03-17,10.0
2011-03-18,39.0
2011-03-19,52.0
2011-03-20,23.0
2011-03-21,31.0
2011-03-22,39.0
2011-03-23,42.0
2011-03-24,28.6
2011-03-25,28.6
2011-03-26,25.0
2011-03-27,22.0
2011-03-28,24.0
2011-03-29,25.0
2011-03-30,25.0
2011-03-31,35.0
2011-04-01,37.0
2011-04-02,48.0
2011-04-03,40.0
2011-04-04,25.0
2011-04-05,15.0
2011-04-06,21.0
2011-04-07,33.0
2011-04-08,43.0
2011-04-09,28.0
2011-04-10,25.0
2011-04-11,27.0
2011-04-12,43.0
2011-04-13,11.0
2011-04-14,19.0
2011-04-15,16.0
2011-04-16,27.0
2011-04-17,23.0
2011-04-18,29.0
2011-04-19,34.0
2011-04-20,31.0
2011-04-21,36.0
2011-04-22,42.0
2011-04-23,28.6
2011-04-24,28.6
2011-04-25,28.6
2011-04-26,28.6
2011-04-27,23.0
2011-04-28,24.0
2011-04-29,31.0
2011-04-30,28.0
2011-05-01,18.0
2011-05-02,21.0
2011-05-03,28.6
2011-05-04,28.6
2011-05-05,17.0
2011-05-06,21.0
2011-05-07,27.0
2011-05-08,20.0
2011-05-09,17.0
2011-05-10,25.0
2011-05-11,28.6
2011-05-12,28.6
2011-05-13,28.0
2011-05-14,19.0
2011-05-15,18.0
2011-05-16,11.0
2011-05-17,17.0
2011-05-18,22.0
2011-05-19,26.0
2011-05-20,37.0
2011-05-21,31.0
2011-05-22,27.0
2011-05-23,31.0
2011-05-24,30.0
2011-05-25,27.0
2011-05-26,27.0
2011-05-27,26.0
2011-05-28,11.0
2011-05-29,13.0
2011-05-30,17.0
2011-05-31,26.0
2011-06-01,23.0
2011-06-02,25.0
2011-06-03,23.0
2011-06-04,19.0
2011-06-05,15.0
2011-06-06,21.0
2011-06-07,26.0
2011-06-08,13.0
2011-06-09,15.0
2011-06-10,19.0
2011-06-11,23.0
2011-06-12,18.0
2011-06-13,29.0
2011-06-14,24.0
2011-06-15,28.6
2011-06-16,14.0
2011-06-17,15.0
2011-06-18,14.0
2011-06-19,20.0
2011-06-20,18.0
2011-06-21,23.0
2011-06-22,27.0
2011-06-23,28.0
2011-06-24,35.0
2011-06-25,12.0
2011-06-26,13.0
2011-06-27,17.0
2011-06-28,15.0
2011-06-29,14.0
2011-06-30,18.0
2011-07-01,14.0
2011-07-02,11.0
2011-07-03,11.0
2011-07-04,22.0
2011-07-05,20.0
2011-07-06,23.0
2011-07-07,24.0
2011-07-08,24.0
2011-07-09,22.0
2011-07-10,23.0
2011-07-11,29.0
2011-07-12,23.0
2011-07-13,28.0
2011-07-14,32.0
2011-07-15,21.0
2011-07-16,21.0
2011-07-17,20.0
2011-07-18,19.0
2011-07-19,18.0
2011-07-20,11.0
2011-07-21,28.6
2011-07-22,28.6
2011-07-23,28.6
2011-07-24,28.6
2011-07-25,28.6
2011-07-26,14.0
2011-07-27,16.0
2011-07-28,14.0
2011-07-29,18.0
2011-07-30,14.0
2011-07-31,18.0
2011-08-01,18.0
2011-08-02,18.0
2011-08-03,21.0
2011-08-04,24.0
2011-08-05,17.0
2011-08-06,28.6
2011-08-07,28.6
2011-08-08,28.6
2011-08-09,13.0
2011-08-10,11.0
2011-08-11,11.0
2011-08-12,17.0
2011-08-13,17.0
2011-08-14,18.0
2011-08-15,21.0
2011-08-16,22.0
2011-08-17,21.0
2011-08-18,23.0
2011-08-19,26.0
2011-08-20,28.0
2011-08-21,25.0
2011-08-22,26.0
2011-08-23,28.0
2011-08-24,28.0
2011-08-25,28.0
2011-08-26,36.0
2011-08-27,30.0
2011-08-28,24.0
2011-08-29,24.0
2011-08-30,24.0
2011-08-31,27.0
2011-09-01,26.0
2011-09-02,30.0
2011-09-03,33.0
2011-09-04,27.0
2011-09-05,13.0
2011-09-06,23.0
2011-09-07,21.0
2011-09-08,28.0
2011-09-09,31.0
2011-09-10,31.0
2011-09-11,27.0
2011-09-12,30.0
2011-09-13,35.0
2011-09-14,32.0
2011-09-15,31.0
2011-09-16,31.0
2011-09-17,27.0
2011-09-18,20.0
2011-09-19,13.0
2011-09-20,13.0
2011-09-21,23.0
2011-09-22,36.0
2011-09-23,41.0
2011-09-24,35.0
2011-09-25,29.0
2011-09-26,40.0
2011-09-27,48.0
2011-09-28,53.0
2011-09-29,44.0
2011-09-30,37.0
2011-10-01,29.0
2011-10-02,28.0
2011-10-03,23.0
2011-10-04,32.0
2011-10-05,34.0
2011-10-06,28.0
2011-10-07,15.0
2011-10-08,12.0
2011-10-09,13.0
2011-10-10,16.0
2011-10-11,39.0
2011-10-12,66.0
2011-10-13,40.0
2011-10-14,18.0
2011-10-15,22.0
2011-10-16,27.0
2011-10-17,32.0
2011-10-18,35.0
2011-10-19,25.0
2011-10-20,17.0
2011-10-21,17.0
2011-10-22,24.0
2011-10-23,27.0
2011-10-24,35.0
2011-10-25,36.0
2011-10-26,22.0
2011-10-27,29.0
2011-10-28,39.0
2011-10-29,39.0
2011-10-30,64.0
2011-10-31,63.0
2011-11-01,61.0
2011-11-02,68.0
2011-11-03,58.0
2011-11-04,39.0
2011-11-05,34.0
2011-11-06,23.0
2011-11-07,22.0
2011-11-08,33.0
2011-11-09,37.0
2011-11-10,52.0
2011-11-11,42.0
2011-11-12,39.0
2011-11-13,50.0
2011-11-14,52.0
2011-11-15,45.0
2011-11-16,39.0
2011-11-17,51.0
2011-11-18,48.0
2011-11-19,37.0
2011-11-20,44.0
2011-11-21,49.0
2011-11-22,65.0
2011-11-23,53.0
2011-11-24,43.0
2011-11-25,52.0
2011-11-26,67.0
2011-11-27,68.0
2011-11-28,76.0
2011-11-29,80.0
2011-11-30,74.0
2011-12-01,77.0
2011-12-02,88.0
2011-12-03,70.0
2011-12-04,58.0
2011-12-05,53.0
2011-12-06,47.0
2011-12-07,45.0
2011-12-08,61.0
2011-12-09,61.0
2011-12-10,84.0
2011-12-11,98.0
2011-12-12,83.0
2011-12-13,61.0
2011-12-14,28.6
2011-12-15,44.0
2011-12-16,15.0
2011-12-17,11.0
2011-12-18,26.0
2011-12-19,31.0
2011-12-20,42.0
2011-12-21,59.0
2011-12-22,70.0
2011-12-23,71.0
2011-12-24,70.0
2011-12-25,56.0
2011-12-26,39.0
2011-12-27,58.0
2011-12-28,61.0
2011-12-29,72.0
2011-12-30,83.0
2011-12-31,57.0
2012-01-01,97.0
2012-01-02,82.0
2012-01-03,30.0
2012-01-04,29.0
2012-01-05,37.0
2012-01-06,11.0
2012-01-07,18.0
2012-01-08,44.0
2012-01-09,45.0
2012-01-10,58.0
2012-01-11,56.0
2012-01-12,70.0
2012-01-13,86.0
2012-01-14,84.0
2012-01-15,54.0
2012-01-16,58.0
2012-01-17,50.0
2012-01-18,50.0
2012-01-19,54.0
2012-01-20,48.0
2012-01-21,50.0
2012-01-22,43.0
2012-01-23,80.0
2012-01-24,28.6
2012-01-25,28.6
2012-01-26,23.0
2012-01-27,37.0
2012-01-28,56.0
2012-01-29,39.0
2012-01-30,46.0
2012-01-31,36.0
2012-02-01,15.0
2012-02-02,28.0
2012-02-03,28.0
2012-02-04,17.0
2012-02-05,21.0
2012-02-06,44.0
2012-02-07,53.0
2012-02-08,58.0
2012-02-09,68.0
2012-02-10,57.0
2012-02-11,41.0
2012-02-12,45.0
2012-02-13,60.0
2012-02-14,61.0
2012-02-15,56.0
2012-02-16,80.0
2012-02-17,98.0
2012-02-18,106.0
2012-02-19,171.0
2012-02-20,56.0
2012-02-21,43.0
2012-02-22,61.0
2012-02-23,68.0
2012-02-24,55.0
2012-02-25,75.0
2012-02-26,76.0
2012-02-27,20.0
2012-02-28,36.0
2012-02-29,75.0
2012-03-01,59.0
2012-03-02,110.0
2012-03-03,81.0
2012-03-04,62.0
2012-03-05,87.0
2012-03-06,37.0
2012-03-07,52.0
2012-03-08,62.0
2012-03-09,62.0
2012-03-10,47.0
2012-03-11,38.0
2012-03-12,21.0
2012-03-13,22.0
2012-03-14,28.0
2012-03-15,50.0
2012-03-16,50.0
2012-03-17,47.0
2012-03-18,44.0
2012-03-19,27.0
2012-03-20,46.0
2012-03-21,53.0
2012-03-22,46.0
2012-03-23,61.0
2012-03-24,72.0
2012-03-25,54.0
2012-03-26,40.0
2012-03-27,33.0
2012-03-28,40.0
2012-03-29,24.0
2012-03-30,42.0
2012-03-31,37.0
2012-04-01,33.0
2012-04-02,24.0
2012-04-03,36.0
2012-04-04,49.0
2012-04-05,38.0
2012-04-06,17.0
2012-04-07,12.0
2012-04-08,13.0
2012-04-09,14.0
2012-04-10,23.0
2012-04-11,15.0
2012-04-12,15.0
2012-04-13,17.0
2012-04-14,17.0
2012-04-15,23.0
2012-04-16,18.0
2012-04-17,13.0
2012-04-18,28.6
2012-04-19,15.0
2012-04-20,28.6
2012-04-21,11.0
2012-04-22,12.0
2012-04-23,15.0
2012-04-24,13.0
2012-04-25,11.0
2012-04-26,14.0
2012-04-27,21.0
2012-04-28,39.0
2012-04-29,28.0
2012-04-30,27.0
2012-05-01,19.0
2012-05-02,13.0
2012-05-03,13.0
2012-05-04,12.0
2012-05-05,15.0
2012-05-06,16.0
2012-05-07,11.0
2012-05-08,13.0
2012-05-09,18.0
2012-05-10,24.0
2012-05-11,25.0
2012-05-12,22.0
2012-05-13,20.0
2012-05-14,16.0
2012-05-15,16.0
2012-05-16,15.0
2012-05-17,11.0
2012-05-18,14.0
2012-05-19,18.0
2012-05-20,21.0
2012-05-21,10.0
2012-05-22,16.0
2012-05-23,28.0
2012-05-24,30.0
2012-05-25,23.0
2012-05-26,21.0
2012-05-27,17.0
2012-05-28,22.0
2012-05-29,22.0
2012-05-30,23.0
2012-05-31,20.0
2012-06-01,21.0
2012-06-02,23.0
2012-06-03,15.0
2012-06-04,16.0
2012-06-05,11.0
2012-06-06,28.6
2012-06-07,17.0
2012-06-08,26.0
2012-06-09,27.0
2012-06-10,19.0
2012-06-11,8.0
2012-06-12,12.0
2012-06-13,15.0
2012-06-14,20.0
2012-06-15,18.0
2012-06-16,21.0
2012-06-17,28.6
2012-06-18,29.0
2012-06-19,26.0
2012-06-20,30.0
2012-06-21,37.0
2012-06-22,28.6
2012-06-23,28.6
2012-06-24,37.0
2012-06-25,28.6
2012-06-26,22.0
2012-06-27,18.0
2012-06-28,19.0
2012-06-29,26.0
2012-06-30,27.0
2012-07-01,40.0
2012-07-02,44.0
2012-07-03,22.0
2012-07-04,24.0
2012-07-05,26.0
2012-07-06,40.0
2012-07-07,20.0
2012-07-08,16.0
2012-07-09,22.0
2012-07-10,20.0
2012-07-11,21.0
2012-07-12,20.0
2012-07-13,19.0
2012-07-14,20.0
2012-07-15,19.0
2012-07-16,16.0
2012-07-17,15.0
2012-07-18,20.0
2012-07-19,28.6
2012-07-20,28.6
2012-07-21,21.0
2012-07-22,11.0
2012-07-23,22.0
2012-07-24,29.0
2012-07-25,25.0
2012-07-26,22.0
2012-07-27,24.0
2012-07-28,27.0
2012-07-29,24.0
2012-07-30,27.0
2012-07-31,27.0
2012-08-01,20.0
2012-08-02,17.0
2012-08-03,24.0
2012-08-04,29.0
2012-08-05,28.0
2012-08-06,38.0
2012-08-07,26.0
2012-08-08,24.0
2012-08-09,27.0
2012-08-10,19.0
2012-08-11,17.0
2012-08-12,18.0
2012-08-13,17.0
2012-08-14,18.0
2012-08-15,19.0
2012-08-16,24.0
2012-08-17,24.0
2012-08-18,24.0
2012-08-19,23.0
2012-08-20,26.0
2012-08-21,26.0
2012-08-22,27.0
2012-08-23,31.0
2012-08-24,34.0
2012-08-25,25.0
2012-08-26,21.0
2012-08-27,11.0
2012-08-28,11.0
2012-08-29,22.0
2012-08-30,23.0
2012-08-31,27.0
2012-09-01,16.0
2012-09-02,18.0
2012-09-03,19.0
2012-09-04,20.0
2012-09-05,24.0
2012-09-06,35.0
2012-09-07,28.0
2012-09-08,28.0
2012-09-09,28.0
2012-09-10,31.0
2012-09-11,33.0
2012-09-12,22.0
2012-09-13,8.0
2012-09-14,15.0
2012-09-15,22.0
2012-09-16,17.0
2012-09-17,19.0
2012-09-18,25.0
2012-09-19,25.0
2012-09-20,14.0
2012-09-21,16.0
2012-09-22,19.0
2012-09-23,25.0
2012-09-24,27.0
2012-09-25,19.0
2012-09-26,24.0
2012-09-27,19.0
2012-09-28,20.0
2012-09-29,28.0
2012-09-30,35.0
2012-10-01,17.0
2012-10-02,18.0
2012-10-03,21.0
2012-10-04,17.0
2012-10-05,21.0
2012-10-06,42.0
2012-10-07,19.0
2012-10-08,21.0
2012-10-09,38.0
2012-10-10,55.0
2012-10-11,26.0
2012-10-12,29.0
2012-10-13,36.0
2012-10-14,17.0
2012-10-15,11.0
2012-10-16,16.0
2012-10-17,25.0
2012-10-18,45.0
2012-10-19,53.0
2012-10-20,56.0
2012-10-21,71.0
2012-10-22,64.0
2012-10-23,48.0
2012-10-24,56.0
2012-10-25,70.0
2012-10-26,82.0
2012-10-27,7.0
2012-10-28,13.0
2012-10-29,15.0
2012-10-30,28.6
2012-10-31,26.0
2012-11-01,11.0
2012-11-02,13.0
2012-11-03,21.0
2012-11-04,55.0
2012-11-05,12.0
2012-11-06,19.0
2012-11-07,29.0
2012-11-08,47.0
2012-11-09,48.0
2012-11-10,65.0
2012-11-11,16.0
2012-11-12,27.0
2012-11-13,37.0
2012-11-14,32.0
2012-11-15,32.0
2012-11-16,41.0
2012-11-17,49.0
2012-11-18,54.0
2012-11-19,51.0
2012-11-20,42.0
2012-11-21,46.0
2012-11-22,49.0
2012-11-23,67.0
2012-11-24,28.6
2012-11-25,28.6
2012-11-26,28.6
2012-11-27,18.0
2012-11-28,14.0
2012-11-29,8.0
2012-11-30,19.0
2012-12-01,16.0
2012-12-02,19.0
2012-12-03,23.0
2012-12-04,27.0
2012-12-05,45.0
2012-12-06,28.6
2012-12-07,41.0
2012-12-08,22.0
2012-12-09,39.0
2012-12-10,66.0
2012-12-11,53.0
2012-12-12,47.0
2012-12-13,56.0
2012-12-14,50.0
2012-12-15,40.0
2012-12-16,28.6
2012-12-17,24.0
2012-12-18,26.0
2012-12-19,30.0
2012-12-20,48.0
2012-12-21,44.0
2012-12-22,41.0
2012-12-23,29.0
2012-12-24,41.0
2012-12-25,56.0
2012-12-26,39.0
2012-12-27,23.0
2012-12-28,38.0
2012-12-29,36.0
2012-12-30,50.0
2012-12-31,61.0
2013-01-01,59.0
2013-01-02,58.0
2013-01-03,40.0
2013-01-04,46.0
2013-01-05,61.0
2013-01-06,62.0
2013-01-07,53.0
2013-01-08,47.0
2013-01-09,56.0
2013-01-10,61.0
2013-01-11,60.0
2013-01-12,60.0
2013-01-13,50.0
2013-01-14,22.0
2013-01-15,32.0
2013-01-16,12.0
2013-01-17,14.0
2013-01-18,32.0
2013-01-19,27.0
2013-01-20,21.0
2013-01-21,27.0
2013-01-22,32.0
2013-01-23,29.0
2013-01-24,24.0
2013-01-25,35.0
2013-01-26,44.0
2013-01-27,57.0
2013-01-28,67.0
2013-01-29,42.0
2013-01-30,47.0
2013-01-31,36.0
2013-02-01,33.0
2013-02-02,26.0
2013-02-03,15.0
2013-02-04,16.0
2013-02-05,53.0
2013-02-06,28.6
2013-02-07,28.6
2013-02-08,28.0
2013-02-09,24.0
2013-02-10,21.0
2013-02-11,19.0
2013-02-12,27.0
2013-02-13,45.0
2013-02-14,45.0
2013-02-15,59.0
2013-02-16,74.0
2013-02-17,43.0
2013-02-18,41.0
2013-02-19,52.0
2013-02-20,70.0
2013-02-21,11.0
2013-02-22,16.0
2013-02-23,34.0
2013-02-24,20.0
2013-02-25,30.0
2013-02-26,43.0
2013-02-27,30.0
2013-02-28,45.0
2013-03-01,41.0
2013-03-02,41.0
2013-03-03,50.0
2013-03-04,61.0
2013-03-05,52.0
2013-03-06,46.0
2013-03-07,27.0
2013-03-08,32.0
2013-03-09,20.0
2013-03-10,10.0
2013-03-11,18.0
2013-03-12,23.0
2013-03-13,15.0
2013-03-14,9.0
2013-03-15,21.0
2013-03-16,21.0
2013-03-17,25.0
2013-03-18,18.0
2013-03-19,20.0
2013-03-20,28.6
2013-03-21,28.6
2013-03-22,28.6
2013-03-23,28.6
2013-03-24,28.6
2013-03-25,28.6
2013-03-26,30.0
2013-03-27,25.0
2013-03-28,28.6
2013-03-29,28.6
2013-03-30,19.0
2013-03-31,7.0
2013-04-01,12.0
2013-04-02,14.0
2013-04-03,14.0
2013-04-04,28.6
2013-04-05,28.6
2013-04-06,28.6
2013-04-07,28.6
2013-04-08,28.6
2013-04-09,26.0
2013-04-10,23.0
2013-04-11,22.0
2013-04-12,17.0
2013-04-13,24.0
2013-04-14,24.0
2013-04-15,24.0
2013-04-16,32.0
2013-04-17,21.0
2013-04-18,28.0
2013-04-19,29.0
2013-04-20,25.0
2013-04-21,13.0
2013-04-22,13.0
2013-04-23,17.0
2013-04-24,19.0
2013-04-25,18.0
2013-04-26,22.0
2013-04-27,31.0
2013-04-28,16.0
2013-04-29,45.0
2013-04-30,48.0
2013-05-01,49.0
2013-05-02,32.0
2013-05-03,32.0
2013-05-04,42.0
2013-05-05,38.0
2013-05-06,23.0
2013-05-07,25.0
2013-05-08,27.0
2013-05-09,27.0
2013-05-10,20.0
2013-05-11,17.0
2013-05-12,7.0
2013-05-13,8.0
2013-05-14,12.0
2013-05-15,17.0
2013-05-16,25.0
2013-05-17,17.0
2013-05-18,16.0
2013-05-19,12.0
2013-05-20,11.0
2013-05-21,11.0
2013-05-22,15.0
2013-05-23,12.0
2013-05-24,11.0
2013-05-25,9.0
2013-05-26,7.0
2013-05-27,16.0
2013-05-28,15.0
2013-05-29,10.0
2013-05-30,9.0
2013-05-31,8.0
2013-06-01,13.0
2013-06-02,17.0
2013-06-03,11.0
2013-06-04,14.0
2013-06-05,10.0
2013-06-06,11.0
2013-06-07,13.0
2013-06-08,15.0
2013-06-09,14.0
2013-06-10,28.6
2013-06-11,28.6
2013-06-12,28.6
2013-06-13,28.6
2013-06-14,14.0
2013-06-15,20.0
2013-06-16,17.0
2013-06-17,22.0
2013-06-18,25.0
2013-06-19,23.0
2013-06-20,25.0
2013-06-21,23.0
2013-06-22,13.0
