DATA_INIZIO,3000007_5,3000007_111
2010-04-10,40.0,27.0
2010-04-11,15.0,9.0
2010-04-12,17.0,11.0
2010-04-13,26.0,16.0
2010-04-14,24.0,14.0
2010-04-15,32.0,21.0
2010-04-16,33.0,21.0
2010-04-17,20.0,16.0
2010-04-18,18.0,14.0
2010-04-19,22.0,15.0
2010-04-20,32.0,19.0
2010-04-21,29.1,19.8
2010-04-22,33.0,22.0
2010-04-23,30.0,23.0
2010-04-24,9.0,6.0
2010-04-25,22.0,17.0
2010-04-26,33.0,24.0
2010-04-27,29.0,21.0
2010-04-28,31.0,22.0
2010-04-29,25.0,17.0
2010-04-30,26.0,17.0
2010-05-01,23.0,15.0
2010-05-02,22.0,14.0
2010-05-03,23.0,15.0
2010-05-04,21.0,12.0
2010-05-05,12.0,6.0
2010-05-06,7.0,4.0
2010-05-07,11.0,6.0
2010-05-08,11.0,7.0
2010-05-09,15.0,10.0
2010-05-10,26.0,18.0
2010-05-11,16.0,8.0
2010-05-12,15.0,8.0
2010-05-13,15.0,10.0
2010-05-14,11.0,6.0
2010-05-15,15.0,11.0
2010-05-16,6.0,3.0
2010-05-17,16.0,9.0
2010-05-18,22.0,9.0
2010-05-19,29.1,19.8
2010-05-20,27.0,15.0
2010-05-21,12.0,7.0
2010-05-22,14.0,7.0
2010-05-23,14.0,9.0
2010-05-24,18.0,10.0
2010-05-25,20.0,10.0
2010-05-26,19.0,7.0
2010-05-27,21.0,11.0
2010-05-28,29.0,19.0
2010-05-29,30.0,19.0
2010-05-30,21.0,12.0
2010-05-31,17.0,7.0
2010-06-01,17.0,7.0
2010-06-02,13.0,7.0
2010-06-03,14.0,7.0
2010-06-04,16.0,9.0
2010-06-05,19.0,12.0
2010-06-06,22.0,14.0
2010-06-07,22.0,15.0
2010-06-08,19.0,11.0
2010-06-09,25.0,15.0
2010-06-10,29.0,17.0
2010-06-11,38.0,21.0
2010-06-12,37.0,19.0
2010-06-13,22.0,12.0
2010-06-14,14.0,8.0
2010-06-15,21.0,15.0
2010-06-16,11.6,6.0
2010-06-17,14.0,8.0
2010-06-18,12.0,7.0
2010-06-19,13.0,8.0
2010-06-20,4.0,2.0
2010-06-21,6.0,2.0
2010-06-22,11.0,5.0
2010-06-23,19.0,11.0
2010-06-24,22.0,13.0
2010-06-25,25.0,15.0
2010-06-26,30.0,21.0
2010-06-27,26.0,18.0
2010-06-28,29.0,18.0
2010-06-29,30.0,20.0
2010-06-30,31.0,19.0
2010-07-01,33.0,21.0
2010-07-02,38.0,25.0
2010-07-03,33.0,25.0
2010-07-04,26.0,18.0
2010-07-05,35.0,25.0
2010-07-06,28.0,18.0
2010-07-07,21.0,10.0
2010-07-08,24.0,12.0
2010-07-09,30.0,20.0
2010-07-10,29.0,20.0
2010-07-11,28.0,20.0
2010-07-12,33.0,19.0
2010-07-13,28.0,17.0
2010-07-14,31.0,17.0
2010-07-15,29.0,16.0
2010-07-16,38.0,22.0
2010-07-17,35.0,20.0
2010-07-18,15.0,8.0
2010-07-19,15.0,8.0
2010-07-20,25.0,14.0
2010-07-21,29.0,17.0
2010-07-22,29.0,16.0
2010-07-23,27.0,13.0
2010-07-24,11.0,5.0
2010-07-25,10.0,4.0
2010-07-26,13.0,7.0
2010-07-27,17.0,9.0
2010-07-28,18.0,10.0
2010-07-29,16.0,8.0
2010-07-30,11.0,7.0
2010-07-31,12.0,7.0
2010-08-01,13.0,8.0
2010-08-02,17.0,10.0
2010-08-03,20.0,14.0
2010-08-04,16.0,10.0
2010-08-05,9.0,6.0
2010-08-06,8.0,4.0
2010-08-07,14.0,7.0
2010-08-08,13.0,8.0
2010-08-09,21.0,14.0
2010-08-10,28.0,20.0
2010-08-11,29.0,20.0
2010-08-12,28.0,20.0
2010-08-13,17.0,12.0
2010-08-14,23.0,13.0
2010-08-15,14.0,7.0
2010-08-16,13.0,5.0
2010-08-17,16.0,8.0
2010-08-18,18.0,11.0
2010-08-19,22.0,13.8
2010-08-20,23.0,16.0
2010-08-21,29.0,20.0
2010-08-22,26.0,18.0
2010-08-23,21.0,14.0
2010-08-24,19.0,11.0
2010-08-25,25.0,15.0
2010-08-26,32.0,18.0
2010-08-27,21.0,12.0
2010-08-28,19.0,10.0
2010-08-29,9.0,3.0
2010-08-30,14.0,6.0
2010-08-31,15.0,5.0
2010-09-01,17.0,6.0
2010-09-02,22.0,10.0
2010-09-03,18.0,9.0
2010-09-04,21.0,11.0
2010-09-05,24.0,15.0
2010-09-06,19.0,13.0
2010-09-07,25.0,15.0
2010-09-08,22.0,14.0
2010-09-09,19.0,10.0
2010-09-10,12.0,6.0
2010-09-11,14.0,8.0
2010-09-12,15.0,10.0
2010-09-13,17.0,11.0
2010-09-14,18.0,11.0
2010-09-15,20.0,10.0
2010-09-16,22.0,11.0
2010-09-17,20.0,10.0
2010-09-18,19.0,12.0
2010-09-19,9.0,4.0
2010-09-20,17.0,10.0
2010-09-21,25.0,16.0
2010-09-22,31.0,19.0
2010-09-23,25.0,15.0
2010-09-24,33.0,23.0
2010-09-25,8.0,5.0
2010-09-26,8.0,4.0
2010-09-27,12.0,7.0
2010-09-28,12.0,7.0
2010-09-29,23.0,15.0
2010-09-30,33.0,24.0
2010-10-01,46.0,36.0
2010-10-02,44.0,30.0
2010-10-03,44.0,32.0
2010-10-04,42.0,25.0
2010-10-05,16.0,8.0
2010-10-06,18.0,8.0
2010-10-07,30.0,16.0
2010-10-08,23.0,16.0
2010-10-09,28.0,21.0
2010-10-10,29.0,24.0
2010-10-11,37.0,27.0
2010-10-12,43.0,31.0
2010-10-13,50.0,40.0
2010-10-14,56.0,46.0
2010-10-15,60.0,48.0
2010-10-16,51.0,37.0
2010-10-17,11.0,8.0
2010-10-18,20.0,15.0
2010-10-19,26.0,20.0
2010-10-20,28.0,20.0
2010-10-21,40.0,28.0
2010-10-22,56.0,40.0
2010-10-23,70.0,55.0
2010-10-24,29.1,19.8
2010-10-25,29.1,19.8
2010-10-26,10.0,7.0
2010-10-27,23.0,14.0
2010-10-28,39.0,27.0
2010-10-29,47.0,33.0
2010-10-30,64.0,52.0
2010-10-31,36.0,29.0
2010-11-01,17.0,12.0
2010-11-02,23.0,15.0
2010-11-03,29.0,21.0
2010-11-04,48.0,32.0
2010-11-05,50.0,35.0
2010-11-06,50.0,37.0
2010-11-07,34.0,17.0
2010-11-08,17.0,9.0
2010-11-09,18.0,14.0
2010-11-10,24.0,20.0
2010-11-11,39.0,27.0
2010-11-12,43.0,29.0
2010-11-13,61.0,46.0
2010-11-14,51.0,32.0
2010-11-15,37.0,20.0
2010-11-16,22.0,13.0
2010-11-17,27.0,16.0
2010-11-18,35.0,23.0
2010-11-19,29.1,19.8
2010-11-20,42.0,29.0
2010-11-21,20.0,16.0
2010-11-22,18.0,14.0
2010-11-23,36.0,24.0
2010-11-24,31.0,23.0
2010-11-25,36.0,26.0
2010-11-26,16.0,13.0
2010-11-27,18.0,15.0
2010-11-28,25.0,23.0
2010-11-29,20.0,16.0
2010-11-30,41.0,36.0
2010-12-01,18.0,16.0
2010-12-02,23.0,17.0
2010-12-03,22.0,19.0
2010-12-04,24.0,20.0
2010-12-05,26.0,24.0
2010-12-06,43.0,40.0
2010-12-07,18.0,16.0
2010-12-08,23.0,21.0
2010-12-09,21.0,12.0
2010-12-10,31.0,20.0
2010-12-11,39.0,26.0
2010-12-12,51.0,44.0
2010-12-13,46.0,37.0
2010-12-14,45.0,36.0
2010-12-15,46.0,34.0
2010-12-16,65.0,49.0
2010-12-17,58.0,49.0
2010-12-18,53.0,48.0
2010-12-19,57.0,51.0
2010-12-20,47.0,43.0
2010-12-21,65.0,58.0
2010-12-22,38.0,33.0
2010-12-23,19.0,15.0
2010-12-24,17.0,15.0
2010-12-25,12.0,11.0
2010-12-26,11.0,11.0
2010-12-27,30.0,27.0
2010-12-28,32.0,27.0
2010-12-29,53.0,48.0
2010-12-30,67.0,60.0
2010-12-31,78.0,70.0
2011-01-01,110.0,105.0
2011-01-02,86.0,85.0
2011-01-03,56.0,49.0
2011-01-04,40.0,30.0
2011-01-05,65.0,52.0
2011-01-06,54.0,47.0
2011-01-07,53.0,47.0
2011-01-08,56.0,51.0
2011-01-09,65.0,52.0
2011-01-10,30.0,22.0
2011-01-11,29.1,19.8
2011-01-12,29.0,20.0
2011-01-13,33.0,22.0
2011-01-14,27.0,15.0
2011-01-15,27.0,19.0
2011-01-16,19.0,16.0
2011-01-17,23.0,18.0
2011-01-18,30.0,20.0
2011-01-19,25.0,19.0
2011-01-20,20.0,18.0
2011-01-21,19.0,18.0
2011-01-22,29.0,18.0
2011-01-23,26.0,20.0
2011-01-24,44.0,32.0
2011-01-25,74.0,57.0
2011-01-26,87.0,73.0
2011-01-27,104.0,90.0
2011-01-28,48.0,40.0
2011-01-29,33.0,29.0
2011-01-30,46.0,41.0
2011-01-31,48.0,43.0
2011-02-01,37.0,26.0
2011-02-02,36.0,28.0
2011-02-03,47.0,38.0
2011-02-04,56.0,36.0
2011-02-05,46.0,28.0
2011-02-06,44.0,34.0
2011-02-07,68.0,43.0
2011-02-08,71.0,49.0
2011-02-09,87.0,69.0
2011-02-10,87.0,77.0
2011-02-11,62.0,47.0
2011-02-12,46.0,38.0
2011-02-13,101.0,100.0
2011-02-14,101.0,96.0
2011-02-15,88.0,69.0
2011-02-16,31.0,23.0
2011-02-17,17.0,15.0
2011-02-18,21.0,16.0
2011-02-19,32.0,22.0
2011-02-20,36.0,31.0
2011-02-21,32.0,30.0
2011-02-22,39.0,32.0
2011-02-23,42.0,33.0
2011-02-24,29.1,19.8
2011-02-25,46.0,33.0
2011-02-26,48.0,36.0
2011-02-27,36.0,35.0
2011-02-28,30.0,27.0
2011-03-01,32.0,24.0
2011-03-02,29.0,22.0
2011-03-03,31.0,27.0
2011-03-04,35.0,30.0
2011-03-05,58.0,49.0
2011-03-06,40.0,32.0
2011-03-07,24.0,14.0
2011-03-08,32.0,18.0
2011-03-09,57.0,36.0
2011-03-10,67.0,46.0
2011-03-11,54.0,39.0
2011-03-12,29.1,19.8
2011-03-13,40.0,32.0
2011-03-14,19.0,13.0
2011-03-15,30.0,21.0
2011-03-16,15.0,11.0
2011-03-17,16.0,14.0
2011-03-18,29.0,20.0
2011-03-19,29.0,23.0
2011-03-20,16.0,10.0
2011-03-21,26.0,16.0
2011-03-22,38.0,24.0
2011-03-23,42.0,28.0
2011-03-24,35.0,23.0
2011-03-25,37.0,22.0
2011-03-26,27.0,19.0
2011-03-27,21.0,15.0
2011-03-28,22.0,17.0
2011-03-29,31.0,23.0
2011-03-30,25.0,17.0
2011-03-31,32.0,19.0
2011-04-01,34.0,21.0
2011-04-02,48.0,33.0
2011-04-03,39.0,28.0
2011-04-04,39.0,24.0
2011-04-05,23.0,7.0
2011-04-06,31.0,15.0
2011-04-07,36.0,19.0
2011-04-08,33.0,17.0
2011-04-09,24.0,13.0
2011-04-10,23.0,12.0
2011-04-11,31.0,14.0
2011-04-12,42.0,16.0
2011-04-13,14.0,6.0
2011-04-14,20.0,12.0
2011-04-15,16.0,11.0
2011-04-16,23.0,17.0
2011-04-17,23.0,16.0
2011-04-18,29.0,21.0
2011-04-19,34.0,23.0
2011-04-20,33.0,20.0
2011-04-21,34.0,21.0
2011-04-22,38.0,26.0
2011-04-23,24.0,18.0
2011-04-24,23.0,16.0
2011-04-25,27.0,16.0
2011-04-26,27.0,17.0
2011-04-27,29.1,19.8
2011-04-28,28.0,19.0
2011-04-29,27.0,18.0
2011-04-30,26.0,17.0
2011-05-01,20.0,15.0
2011-05-02,25.0,19.0
2011-05-03,27.0,18.0
2011-05-04,15.0,10.0
2011-05-05,22.0,16.0
2011-05-06,28.0,19.0
2011-05-07,33.0,20.0
2011-05-08,24.0,14.0
2011-05-09,15.0,7.0
2011-05-10,25.0,11.0
2011-05-11,28.0,12.0
2011-05-12,29.0,14.0
2011-05-13,29.1,19.8
2011-05-14,21.0,12.0
2011-05-15,9.0,5.0
2011-05-16,8.0,5.0
2011-05-17,17.0,12.0
2011-05-18,21.0,13.0
2011-05-19,23.0,15.0
2011-05-20,25.0,17.0
2011-05-21,32.0,22.0
2011-05-22,28.0,21.0
2011-05-23,28.0,18.0
2011-05-24,28.0,17.0
2011-05-25,25.0,16.0
2011-05-26,29.0,17.0
2011-05-27,28.0,14.0
2011-05-28,8.0,4.0
2011-05-29,13.0,7.0
2011-05-30,18.0,11.0
2011-05-31,20.0,20.0
2011-06-01,32.0,24.0
2011-06-02,35.0,29.0
2011-06-03,27.0,20.0
2011-06-04,26.0,19.0
2011-06-05,22.0,15.0
2011-06-06,21.0,14.0
2011-06-07,19.0,14.0
2011-06-08,18.0,10.0
2011-06-09,12.0,7.0
2011-06-10,18.0,11.0
2011-06-11,19.0,12.0
2011-06-12,18.0,11.0
2011-06-13,26.0,19.0
2011-06-14,21.0,14.0
2011-06-15,21.0,12.0
2011-06-16,16.0,10.0
2011-06-17,17.0,9.0
2011-06-18,19.0,12.0
2011-06-19,14.0,7.0
2011-06-20,22.0,11.0
2011-06-21,34.0,20.0
2011-06-22,27.0,15.0
2011-06-23,27.0,16.0
2011-06-24,31.0,21.0
2011-06-25,17.0,9.0
2011-06-26,21.0,12.0
2011-06-27,23.0,14.0
2011-06-28,37.0,20.0
2011-06-29,30.0,17.0
2011-06-30,20.0,15.0
2011-07-01,20.0,13.0
2011-07-02,14.0,7.0
2011-07-03,16.0,10.0
2011-07-04,22.0,14.0
2011-07-05,19.0,13.0
2011-07-06,29.0,17.0
2011-07-07,25.0,15.0
2011-07-08,25.0,14.0
2011-07-09,25.0,15.0
2011-07-10,28.0,18.0
2011-07-11,29.0,15.0
2011-07-12,33.0,21.0
2011-07-13,45.0,23.0
2011-07-14,25.0,11.0
2011-07-15,19.0,7.0
2011-07-16,23.0,10.0
2011-07-17,23.0,11.0
2011-07-18,17.0,5.0
2011-07-19,17.0,6.0
2011-07-20,7.0,3.0
2011-07-21,11.0,5.0
2011-07-22,15.0,7.0
2011-07-23,10.0,7.0
2011-07-24,4.0,2.0
2011-07-25,6.0,3.0
2011-07-26,12.0,7.0
2011-07-27,21.0,14.0
2011-07-28,18.0,12.0
2011-07-29,13.0,8.0
2011-07-30,14.0,10.0
2011-07-31,16.0,10.0
2011-08-01,19.0,12.0
2011-08-02,22.0,15.0
2011-08-03,24.0,13.0
2011-08-04,24.0,15.0
2011-08-05,27.0,17.0
2011-08-06,24.0,17.0
2011-08-07,22.0,15.0
2011-08-08,21.0,8.0
2011-08-09,17.0,6.0
2011-08-10,17.0,7.0
2011-08-11,19.0,9.0
2011-08-12,25.0,10.0
2011-08-13,27.0,15.0
2011-08-14,26.0,18.0
2011-08-15,22.0,13.0
2011-08-16,23.0,14.0
2011-08-17,21.6,13.0
2011-08-18,23.4,14.0
2011-08-19,30.0,12.0
2011-08-20,30.0,15.0
2011-08-21,30.0,17.0
2011-08-22,33.0,15.0
2011-08-23,35.0,16.0
2011-08-24,23.0,15.0
2011-08-25,35.0,16.0
2011-08-26,29.2,19.0
2011-08-27,21.6,13.0
2011-08-28,18.0,7.0
2011-08-29,28.0,11.0
2011-08-30,19.8,12.0
2011-08-31,23.4,14.0
2011-09-01,23.4,14.0
2011-09-02,36.0,17.0
2011-09-03,38.0,18.0
2011-09-04,36.0,23.0
2011-09-05,17.0,11.0
2011-09-06,18.0,10.0
2011-09-07,23.0,12.0
2011-09-08,33.0,16.0
2011-09-09,48.0,26.0
2011-09-10,41.0,26.0
2011-09-11,32.0,19.0
2011-09-12,34.0,17.0
2011-09-13,43.0,22.0
2011-09-14,42.0,20.0
2011-09-15,35.0,16.0
2011-09-16,40.0,18.0
2011-09-17,26.0,13.0
2011-09-18,16.0,9.0
2011-09-19,9.0,5.0
2011-09-20,14.0,6.0
2011-09-21,22.0,8.0
2011-09-22,38.0,17.0
2011-09-23,36.0,27.0
2011-09-24,43.0,27.0
2011-09-25,31.0,21.0
2011-09-26,38.0,23.0
2011-09-27,41.0,26.0
2011-09-28,38.0,30.0
2011-09-29,45.0,23.0
2011-09-30,38.0,19.0
2011-10-01,40.0,20.0
2011-10-02,29.0,18.0
2011-10-03,45.0,17.0
2011-10-04,43.0,22.0
2011-10-05,63.0,35.0
2011-10-06,40.4,32.0
2011-10-07,18.0,9.0
2011-10-08,14.0,6.0
2011-10-09,9.0,5.0
2011-10-10,33.0,15.0
2011-10-11,38.2,29.0
2011-10-12,66.0,30.0
2011-10-13,73.0,41.0
2011-10-14,24.0,10.0
2011-10-15,30.0,12.0
2011-10-16,18.0,13.0
2011-10-17,29.1,19.8
2011-10-18,58.0,31.0
2011-10-19,81.0,53.0
2011-10-20,29.1,19.8
2011-10-21,29.1,19.8
2011-10-22,26.0,19.0
2011-10-23,29.0,22.0
2011-10-24,37.0,28.0
2011-10-25,25.0,19.0
2011-10-26,17.0,15.0
2011-10-27,27.0,15.0
2011-10-28,41.0,25.0
2011-10-29,53.0,44.0
2011-10-30,64.0,47.0
2011-10-31,67.0,50.0
2011-11-01,59.0,47.0
2011-11-02,64.0,51.0
2011-11-03,74.0,58.0
2011-11-04,56.0,43.0
2011-11-05,34.0,23.0
2011-11-06,20.0,13.0
2011-11-07,23.0,15.0
2011-11-08,22.0,13.0
2011-11-09,44.0,21.0
2011-11-10,46.0,24.0
2011-11-11,43.0,24.0
2011-11-12,39.0,31.0
2011-11-13,37.0,31.0
2011-11-14,46.0,34.0
2011-11-15,36.0,22.0
2011-11-16,38.0,28.0
2011-11-17,36.0,25.0
2011-11-18,42.0,32.0
2011-11-19,47.0,33.0
2011-11-20,54.0,36.0
2011-11-21,52.0,36.0
2011-11-22,62.0,55.0
2011-11-23,61.0,52.0
2011-11-24,40.0,31.0
2011-11-25,56.0,44.0
2011-11-26,68.0,57.0
2011-11-27,62.0,51.0
2011-11-28,81.0,70.0
2011-11-29,29.1,19.8
2011-11-30,77.0,57.0
2011-12-01,77.0,64.0
2011-12-02,85.0,80.0
2011-12-03,81.0,66.0
2011-12-04,71.0,46.0
2011-12-05,62.0,38.0
2011-12-06,39.0,26.0
2011-12-07,48.0,35.0
2011-12-08,42.0,34.0
2011-12-09,65.0,58.0
2011-12-10,76.0,65.0
2011-12-11,65.0,56.0
2011-12-12,76.0,72.0
2011-12-13,53.0,41.0
2011-12-14,66.0,54.0
2011-12-15,44.0,37.0
2011-12-16,43.0,36.0
2011-12-17,8.0,6.0
2011-12-18,21.0,17.0
2011-12-19,31.0,20.0
2011-12-20,35.0,19.0
2011-12-21,55.0,34.0
2011-12-22,69.0,46.0
2011-12-23,68.0,51.0
2011-12-24,70.0,60.0
2011-12-25,32.0,27.0
2011-12-26,32.0,25.0
2011-12-27,55.0,44.0
2011-12-28,52.0,40.0
2011-12-29,66.0,56.0
2011-12-30,58.0,50.0
2011-12-31,29.0,21.0
2012-01-01,75.0,63.0
2012-01-02,73.0,65.0
2012-01-03,33.0,27.0
2012-01-04,31.0,27.0
2012-01-05,37.0,31.0
2012-01-06,6.0,4.0
2012-01-07,22.0,13.0
2012-01-08,31.0,26.0
2012-01-09,40.0,19.0
2012-01-10,47.0,24.0
2012-01-11,62.0,42.0
2012-01-12,65.0,47.0
2012-01-13,73.0,60.0
2012-01-14,71.0,56.0
2012-01-15,62.0,48.0
2012-01-16,57.0,43.0
2012-01-17,66.0,48.0
2012-01-18,44.0,30.0
2012-01-19,60.0,50.0
2012-01-20,70.0,50.0
2012-01-21,68.0,54.0
2012-01-22,77.0,70.0
2012-01-23,97.0,80.0
2012-01-24,68.0,53.0
2012-01-25,46.0,29.0
2012-01-26,53.0,35.0
2012-01-27,70.0,52.0
2012-01-28,63.0,49.0
2012-01-29,41.0,31.0
2012-01-30,40.4,32.0
2012-01-31,29.1,19.8
2012-02-01,35.0,24.0
2012-02-02,46.0,30.2
2012-02-03,39.0,25.8
2012-02-04,41.0,28.4
2012-02-05,50.0,36.8
2012-02-06,59.0,44.8
2012-02-07,29.1,19.8
2012-02-08,63.0,48.0
2012-02-09,29.1,19.8
2012-02-10,60.0,48.0
2012-02-11,42.0,36.0
2012-02-12,54.0,47.0
2012-02-13,59.0,50.0
2012-02-14,59.0,51.0
2012-02-15,41.0,39.0
2012-02-16,98.0,93.0
2012-02-17,79.0,75.0
2012-02-18,101.0,90.0
2012-02-19,157.0,143.0
2012-02-20,42.0,32.0
2012-02-21,26.0,23.0
2012-02-22,37.0,28.0
2012-02-23,44.0,27.0
2012-02-24,45.0,24.0
2012-02-25,45.0,30.0
2012-02-26,47.0,43.0
2012-02-27,34.0,21.0
2012-02-28,50.0,27.0
2012-02-29,59.0,36.0
2012-03-01,90.0,66.0
2012-03-02,77.0,52.0
2012-03-03,44.0,35.0
2012-03-04,30.0,19.0
2012-03-05,41.0,36.0
2012-03-06,30.0,23.0
2012-03-07,44.0,33.0
2012-03-08,57.0,43.0
2012-03-09,42.0,30.0
2012-03-10,31.0,21.0
2012-03-11,28.0,21.0
2012-03-12,48.0,35.0
2012-03-13,31.0,19.0
2012-03-14,47.0,31.0
2012-03-15,62.0,43.0
2012-03-16,79.0,52.0
2012-03-17,79.0,62.0
2012-03-18,52.0,39.0
2012-03-19,34.0,22.0
2012-03-20,33.0,19.0
2012-03-21,29.1,19.8
2012-03-22,51.0,26.0
2012-03-23,57.0,35.0
2012-03-24,55.0,40.0
2012-03-25,37.0,28.0
2012-03-26,29.1,19.8
2012-03-27,35.0,20.0
2012-03-28,39.0,21.0
2012-03-29,26.0,13.0
2012-03-30,21.0,9.0
2012-03-31,30.0,18.0
2012-04-01,24.0,13.0
2012-04-02,27.0,13.0
2012-04-03,31.0,18.0
2012-04-04,41.0,27.0
2012-04-05,31.0,20.0
2012-04-06,13.0,8.0
2012-04-07,12.0,6.0
2012-04-08,7.0,4.0
2012-04-09,14.0,10.0
2012-04-10,29.1,19.8
2012-04-11,18.0,13.0
2012-04-12,29.1,19.8
2012-04-13,26.0,18.0
2012-04-14,16.0,12.0
2012-04-15,14.0,10.0
2012-04-16,11.0,9.0
2012-04-17,11.0,5.0
2012-04-18,16.0,8.0
2012-04-19,8.0,5.0
2012-04-20,10.0,6.0
2012-04-21,10.0,4.0
2012-04-22,8.0,3.0
2012-04-23,14.0,6.0
2012-04-24,9.0,3.0
2012-04-25,8.0,3.0
2012-04-26,13.0,5.0
2012-04-27,23.0,10.0
2012-04-28,33.0,18.0
2012-04-29,43.0,27.0
2012-04-30,27.0,14.0
2012-05-01,22.0,13.0
2012-05-02,11.0,6.0
2012-05-03,13.0,7.0
2012-05-04,15.0,8.0
2012-05-05,11.0,5.0
2012-05-06,9.0,5.0
2012-05-07,14.0,8.0
2012-05-08,16.0,9.0
2012-05-09,15.0,8.0
2012-05-10,25.0,15.0
2012-05-11,26.0,16.0
2012-05-12,23.0,15.0
2012-05-13,13.0,5.0
2012-05-14,14.0,8.0
2012-05-15,23.0,13.0
2012-05-16,13.0,7.0
2012-05-17,13.0,5.0
2012-05-18,19.0,10.0
2012-05-19,23.0,13.0
2012-05-20,35.0,21.0
2012-05-21,12.0,7.0
2012-05-22,29.1,19.8
2012-05-23,14.0,6.0
2012-05-24,21.0,12.0
2012-05-25,23.0,12.0
2012-05-26,23.0,12.0
2012-05-27,19.0,12.0
2012-05-28,20.0,12.0
2012-05-29,19.0,13.0
2012-05-30,23.0,13.0
2012-05-31,27.0,17.0
2012-06-01,22.0,13.0
2012-06-02,23.0,16.0
2012-06-03,19.0,13.0
2012-06-04,14.0,8.0
2012-06-05,29.1,19.8
2012-06-06,20.0,11.0
2012-06-07,24.0,12.0
2012-06-08,32.0,18.0
2012-06-09,31.0,17.0
2012-06-10,15.0,8.0
2012-06-11,13.0,6.0
2012-06-12,13.0,5.0
2012-06-13,12.0,5.0
2012-06-14,18.0,8.0
2012-06-15,22.0,11.0
2012-06-16,23.0,12.0
2012-06-17,22.0,14.0
2012-06-18,28.0,17.0
2012-06-19,33.0,20.0
2012-06-20,40.0,19.0
2012-06-21,42.0,18.0
2012-06-22,35.0,19.0
2012-06-23,35.0,18.0
2012-06-24,24.0,15.0
2012-06-25,23.0,15.0
2012-06-26,33.0,12.0
2012-06-27,22.0,11.0
2012-06-28,28.0,15.0
2012-06-29,26.0,14.0
2012-06-30,31.0,14.0
2012-07-01,52.0,18.0
2012-07-02,29.1,19.8
2012-07-03,25.0,11.0
2012-07-04,36.0,16.0
2012-07-05,29.1,19.8
2012-07-06,29.1,19.8
2012-07-07,29.1,19.8
2012-07-08,14.0,9.0
2012-07-09,18.0,12.0
2012-07-10,19.8,12.0
2012-07-11,24.0,12.0
2012-07-12,29.2,19.0
2012-07-13,21.0,9.0
2012-07-14,18.0,8.0
2012-07-15,18.0,8.0
2012-07-16,10.0,6.0
2012-07-17,18.0,7.0
2012-07-18,26.0,14.0
